iata_code;1;2
VAA;Васа;Vaasa
VAB;Яварате;Yavarate
VAC;Варрельбух;Varrelbusch
VAD;;Moody AFB
VAF;;Chabeuil
VAG;;Maj. Brig. Trompowsky
VAH;;Vallegrande
VAI;Ванимо;Vanimo
VAK;;Chevak
VAL;;Valenca
VAN;;Ferit Melen Airport
VAO;;Suavanao Airstrip
VAP;Вальпараисо;Valparaiso
VAR;Варна;Varna
VAS;Сивас;Sivas
VAT;Ватомандри;Vatomandry
VAU;Ватукула;Vatukoula
VAW;;Vardoe
VBG;;Vandenberg AFB
VBS;;Brescia Montichiari
VBV;Вануабалаву;Vanuabalavu
VBY;Висбю;Visby
VCA;Кан-Тхо;Can Tho
VCB;;View Cove
VCC;;Limbe
VCD;;Victoria River Downs
VCE;;Marco Polo
VCF;Вальчета;Valcheta
VCH;Вичадеро;Vichadero
VCL;;Chulai
VCP;;Viracopos (Campinas International)
VCR;Карора;Carora
VCS;;Coong
VCT;;County-Foster
VCV;;Southern California Logistics
VDA;;Ovda
VDB;;Valdres
VDC;;Vitoria Da Conquista
VDD;;Vienna Danubepier Hov
VDE;Хиерро;Hierro
VDI;;Municipal
VDM;;Viedma
VDP;;Valle De Pascua
VDR;Вилья-Долорес;Villa Dolores
VDS;Вадсо;Vadso
VDZ;;Municipal
VEE;;Venetie
VEG;Маиквак;Maikwak
VEJ;Вежле;Vejle
VEL;;Vernal
VER;;Las Bajadas
VEV;Баракома;Barakoma
VEX;;Municipal
VEY;Вестменнейяр;Vestmannaeyjar
VFA;Виктория-Фоллз;Victoria Falls
VGA;Виджаявада;Vijayawada
VGD;Вологда;Vologda
VGG;Вангренг;Vangrieng
VGO;Виго;Vigo
VGS;;General Villegas
VGT;;North Air Terminal
VGZ;Виллагарсон;Villagarzon
VHC;Сауримо;Saurimo
VHM;Вилхелмина;Vilhelmina
VHN;;Culberson County
VHY;;Charmeil
VHZ;Вахитахи;Vahitahi
VIA;Вена;Vienna
VIB;Вилья-Конститусьон;Villa Constitucion
VIC;Виченца;Vicenza
VID;Видин;Vidin
VIE;;Schwechat International
VIF;Виесте;Vieste
VIG;Эль-Вигиа;El Vigia
VIH;;Rolla National
VII;;Vinh City
VIJ;;Virgin Gorda
VIK;;Airstrip
VIL;;Dakhla
VIN;Винница;Vinnica
VIQ;Викеке;Viqueque
VIR;;Virginia
VIS;;Visalia
VIT;;Vitoria.
VIU;;Viru Harbour Airstrip
VIV;Вивигани;Vivigani
VIX;;Eurico Sales
VIY;;Villa Coublay
VJB;;Xai Xai
VJI;;Virginia Highlands
VJQ;;Gurue
VKG;Рач-Дже;Rach Gia
VKO;Внуково;Vnukovo
VKS;Виксбург;Vicksburg
VKT;Воркута;Vorkuta
VKW;;West Kavik
VLA;;Vandalia
VLC;;Manises
VLD;;Regional
VLE;;J t Robidoux
VLG;Вилья-Хесель;Villa Gesell
VLI;;Bauerfield
VLK;Волгодонск;Volgodonsk
VLL;Валладолид;Valladolid
VLM;;Villamontes
VLN;Валенсия;Valencia
VLO;;Stolport
VLP;;Municipal
VLR;Вайенар;Vallenar
VLS;Вейлсдир;Valesdir
VLU;Великие Луки;Velikiye Luki
VLV;;Carvajal
VME;Вилья-Мерседес;Villa Mercedes
VMI;;INC
VMU;Беймуру;Baimuru
VNA;Сараване;Saravane
VNC;;Venice Municipal
VND;;Vangaindrano
VNE;;Meucon
VNG;;Viengxay
VNO;Вильнюс;Vilnius
VNR;;Vanrook
VNS;Варанаси;Varanasi
VNT;Вентспилс;Ventspils
VNX;Виланкулос;Vilanculos
VNY;;Van Nuys
VOG;Волгоград;Volgograd
VOH;Вохемар;Vohemar
VOI;Войнджама;Voinjama
VOK;;Volk Field
VOL;;Nea Anchialos
VOT;;Votuporanga
VOZ;Чертовицкое;Chertovitskoye
VPE;;Ongiva
VPN;Вопнафьордур;Vopnafjordur
VPS;;Eglin AFB
VPY;;Chimoio
VPZ;;Porter County
VQQ;;Cecil Field
VQS;;Vieques
VRA;;Juan Gualberto Gomez
VRB;;Municipal
VRC;Вирак;Virac
VRE;Вредендаль;Vredendal
VRK;Варкаус;Varkaus
VRL;Вила Реаль;Vila Real
VRN;;Valerio Catullo
VRO;;Kawama
VRS;Версаль;Versailles
VRU;Врибург;Vryburg
VRY;;Stolport
VSA;;Capitan Carlos Rovirosa
VSE;Визеу;Viseu
VSF;;State
VSG;Луганск;Lugansk
VSO;Пхуоклонг;Phuoclong
VST;;Vasteras/Hasslo
VTA;Виктория;Victoria
VTB;Восточный;Vostochny
VTE;;Wattay
VTF;Ватулеле;Vatulele
VTG;;Vung Tau
VTL;Виттель;Vittel
VTN;;Miller Field
VTU;Лас Тунас;Las Tunas
VTZ;Вишакхапатнам;Vishakhapatnam
VUP;Валледупар;Valledupar
VUS;Великий Устюг;Velikij Ustyug
VUU;;Mvuu Camp
VVB;Маханору;Mahanoro
VVC;;La Vanguardia
VVI;;Viru Viru Intl
VVK;Вастервик;Vastervik
VVO;Владивосток;Vladivostok
VVZ;Иллизи;Illizi
VXC;;Lichinga
VXE;Сан-Педро;San Pedro
VXO;Ваксьо;Vaxjo
VYD;Врихейд;Vryheid
VYS;;Illinois Valley Regnl
WAA;Уэльс;Wales
WAB;Вабаг;Wabag
WAC;Вака;Waca
WAD;Андриамена;Andriamena
WAE;Вади-ад-Давасир;Wadi Ad Dawasir
WAF;Вана;Wana
WAG;Вангануи;Wanganui
WAH;;Wahpeton
WAI;Антсохиху;Antsohihy
WAJ;Вавой-Фоллз;Wawoi Falls
WAK;Анказоабо;Ankazoabo
WAL;;Wallops Flight Center
WAM;Амбатондразака;Ambatondrazaka
WAN;Вейверни;Waverney
WAO;Вабо;Wabo
WAP;Альто-Палена;Alto Palena
WAQ;Антсалова;Antsalova
WAR;Варис;Waris
WAT;Уотерфорд;Waterford
WAU;;Wauchope
WAV;;Kalkgurung
WAW;;Frederic Chopin
WAX;;Zwara
WAY;;Greene County
WAZ;;Warwick
WBA;;Wahai
WBB;;Stebbins
WBC;;Wapolu
WBD;Бефандриана;Befandriana
WBE;Беаланана;Bealanana
WBG;;Schleswig-jagel
WBI;;Broker Inn
WBM;Вапенаманда;Wapenamanda
WBN;;Cummings Park
WBO;Беророха;Beroroha
WBQ;;Beaver
WBR;;Big Rapids
WBU;;Municipal
WBW;;Wilkes-Barre/Wyoming Valley
WCA;Гамбоа;Gamboa
WCH;Чайтен;Chaiten
WCR;;Chandalar
WDA;Вади-Эйн;Wadi Ain
WDB;;Deep Bay
WDG;;Enid Woodring Mun.
WDI;Вондай;Wondai
WDN;;Waldron Island
WDR;;Winder
WDY;;Kodiak Fss
WEA;;Parker County
WED;Ведау;Wedau
WEF;Вейфан;Weifang
WEH;Вейхай;Weihai
WEI;;Weipa
WEL;Велком;Welkom
WEM;;West Malling
WEP;Вим;Weam
WES;Висуа;Weasua
WET;Вагете;Wagethe
WEW;;Wee Waa
WEX;;Castlebridge
WFB;;Waterfront SPB
WFD;;Woodford
WFI;Фианаранцоа;Fianarantsoa
WFK;;Frenchville
WGA;;Forrest Hill
WGB;Бахавалнагар;Bahawalnagar
WGC;;Warangal
WGE;;Walgett
WGF;;Off Line Point
WGN;Вайтанги;Waitangi
WGO;;Municipal
WGP;Ваингапу;Waingapu
WGT;;Wangaratta
WGU;;Wagau
WGY;Вагни;Wagny
WGZ;;Off Line Point
WHD;;SPB
WHF;Вади-Халфа;Wadi Halfa
WHH;;Hiltons Har H
WHK;Вакатане;Whakatane
WHL;;Welshpool
WHO;Франц Йозеф;Franz Josef
WHP;;Whiteman
WHS;Волсей;Whalsay
WHT;;Wharton
WHU;Вуху;Wuhu
WIC;Вик;Wick
WID;Вильденрат;Wildenrath
WIE;;Air Base
WIK;Сурфдейл;Surfdale
WIL;;Wilson
WIN;;Winton
WIO;;Wilcannia
WIR;;Wairoa
WIT;;Wittenoom
WIU;Виту;Witu
WJA;Воджа;Woja
WJF;;William J Fox
WJR;Ваджир;Wajir
WJU;;WonJu
WKA;Ванака;Wanaka
WKB;;Warracknabeal
WKF;;Waterkloof AFB
WKI;;Hwange
WKJ;;Hokkaido
WKK;;Aleknagik
WKL;;Waikoloa Airport
WKN;Вакунай;Wakunai
WLA;Валлал;Wallal
WLB;;Labouchere Bay
WLC;Валха;Walcha
WLD;;Arkansas City
WLG;;Wellington International
WLH;Валаха;Walaha
WLK;;Selawik
WLL;Воллогорэнг;Wollogorang
WLM;;Waltham
WLN;;Little Naukati
WLO;Ватерло;Waterloo
WLR;;Loring
WLS;;Wallis Island
WLW;;Glenn County
WMA;Мандритсара;Mandritsara
WMB;Варранамбул;Warrnambool
WMC;;Winnemucca
WMD;Мандабе;Mandabe
WME;;Mount Keith
WMH;;Mountain Home
WMK;;SPB
WML;Малаимбанди;Malaimbandy
WMN;Мароантсера;Maroantsetra
WMO;;White Mountain
WMP;Мампикони;Mampikony
WMR;Мананара;Mananara
WMV;Мадировало;Madirovalo
WMX;Вамена;Wamena
WNA;;Napakiak SPB
WNC;;Nichen Cove SPB
WND;;Windarra
WNE;Вора-На-Йе;Wora Na Ye
WNN;;Wunnummin Lake
WNP;Нага;Naga
WNR;;Windorah
WNS;;Nawabshah
WNU;Ванума;Wanuma
WNZ;Венчжоу;Wenzhou
WOA;Воненара;Wonenara
WOB;;Woodbridge RAF
WOD;;Wood River
WOE;Вонсдрехт;Woensdrecht
WOG;;Woodgreen
WOI;Вологисси;Wologissi
WOK;Вонкен;Wonken
WOL;Воллонгонг;Wollongong
WON;Вондула;Wondoola
WOO;;Woodchopper
WOR;;Moramba
WOT;Вонань;Wonan
WOW;;Willow
WPA;Пуэрто-Айсен;Puerto Aisen
WPB;Порт-Бердж;Port Berge
WPC;;Pincher Creek
WPK;;Wrotham Park
WPL;;Powell Lake
WPM;Випим;Wipim
WPO;;North Fork Valley
WPR;Порвенир;Porvenir
WPU;Пуэрто-Вильямс;Puerto Williams
WRA;Уордер;Warder
WRB;;Robins AFB
WRE;Вангарей;Whangarei
WRG;;Wrangell SPB
WRH;;Wrench Creek
WRI;;Mc Guire Afb
WRL;;Worland
WRO;;Copernicus Airport
WRW;;Warrawagine
WRY;Вестрей;Westray
WRZ;;Wirawila
WSA;Васуа;Wasua
WSB;;SPB
WSD;;Condron AAF
WSF;;Sarichef
WSG;;County
WSH;;Brookhaven
WSJ;;San Juan SPB
WSM;;Wiseman
WSN;;South Naknek
WSO;Вашабо;Washabo
WSP;;Waspam
WSR;Васиор;Wasior
WST;;Westerly State
WSU;Васу;Wasu
WSX;;Westsound
WSY;;Whitsunday Airstrip
WSZ;Уестпорт;Westport
WTA;Тамбохорано;Tambohorano
WTC;;World Trade Center
WTD;Вест-Энд;West End
WTE;;Wotje Island
WTK;;Noatak
WTL;;Tuntutuliak
WTN;;RAF Station
WTO;;Wotho Island
WTP;Войтапе;Woitape
WTR;;White River
WTS;Тсироаномандиди;Tsiroanomandidy
WTT;Вантоат;Wantoat
WTZ;;Whitianga
WUA;;Wu Hai
WUD;;Wudinna
WUG;Вау;Wau
WUH;;Tianhe International
WUK;;Off Line Point
WUM;;Wasum
WUN;;Wiluna
WUS;Вуйшань;Wuyishan
WUU;Вау;Wau
WUV;;Wuvulu Is
WUX;Вуси;Wuxi
WUZ;;Changzhoudao
WVB;;Rooikop
WVI;;Watsonville
WVK;Манакара;Manakara
WVL;;Robert Lafleur
WVN;;Wilhelmshaven
WWA;;Wasilla
WWD;;Cape May County
WWG;;Al Koude
WWI;;Woodie Woodie
WWK;;Boram
WWP;;Whale Pass
WWR;;West Woodward
WWS;;USAF Heliport
WWT;;Newtok
WWY;;West Wyalong
WXF;;Weathersfield Raf
WXN;;Wanxian
WYA;Вайалла;Whyalla
WYB;;SPB
WYE;Енгема;Yengema
WYN;;Wyndham
WYS;Йеллоустоун;Yellowstone
WZY;;Paradise Island Seaplane Base
XAL;Алармос;Alamos
XAP;;Aeroporto Municipal Chapeco
XAR;Арибинда;Aribinda
XAU;Саул;Saul
XAY;Ксейабери;Xayabury
XBB;;Blubber Bay
XBE;;Bearskin Lake
XBG;Боганд;Bogande
XBJ;Бирджанд;Birjand
XBL;Буно-Беделле;Buno Bedelle
XBN;Бинигуни;Biniguni
XBO;Булса;Boulsa
XBR;;Brockville
XBW;;Killineq
XCH;;Christmas Island
XCL;;Cluff Lake
XCM;;Chatham
XCN;;Coron Airport
XCO;;Colac
XCR;;Vatry International
XDB;;Lille Europe Rail Svc
XDE;Диебугу;Diebougou
XDJ;Джибо;Djibo
XDT;;C.de G. /TGV Rail Svc
XDV;;Pr. George Rail Stn
XDW;;Pr. Rupert Rail Stn
XDY;;Sudbury Jct Rail Stn
XEA;;Vancouver Rail Stn.
XEN;Хайньчен;Xingcheng
XEO;;Harbour
XEQ;;Harbour
XES;;Municipal
XEX;;Aerogare
XFA;;Lille Flanders Rail Sv
XFN;Сянфань;Xiangfan
XFW;;Finkenwerder
XFY;;Sainte-Foy Rail Svce.
XFZ;;Charny
XGA;Гауа;Gaoua
XGB;;Gare Montparnasse
XGG;;Gorom-Gorom
XGL;;Granville Lake
XGN;Шангонго;Xangongo
XGR;;Kangiqsualujjuaq
XHN;;Guillemins, Raiway Stn
XHX;;Adelaide Keswick Rail
XIC;Хайчэн;Xichang
XIE;Ксьенглом;Xienglom
XIG;;Municipal
XIH;;Khan Al Baghdadi
XIJ;;Ahmed Al Jaber
XIK;;Central Station
XIL;Хайлиньхот;Xilinhot
XIN;Хайньнин;Xingning
XIQ;;Harbour
XIX;;Porta Nuova Rail
XIY;Синьян;Xianyang
XJD;;Al Udeid AB
XJE;;Rialway Service
XJM;;Mangla
XKA;Канчари;Kantchari
XKC;;Sandnes Rail St.
XKH;Ксьенг-Кхуанг;Xieng Khouang
XKO;;Kemano
XKS;;Kasabonika
XKY;Кайя;Kaya
XLB;;Lac Brochet
XLF;;Leaf Bay
XLJ;;Quebec Stn. Rail Svce.
XLM;;St Lambert Rail Svce.
XLO;Лонь-Йен;Long Xuyen
XLS;Сент Луис;St Louis
XLU;Лео;Leo
XLW;;Lemwerder
XMA;;Maramag
XMC;;Mallacoota
XMD;;Madison
XMG;Махендранагар;Mahendranagar
XMH;Манихи;Manihi
XMI;Масаси;Masasi
XML;;Minlaton
XMN;Хаймень;Xiamen
XMP;;Macmillan Pass
XMS;Макас;Macas
XMY;;Yam Island
XNA;;Northwest Arkansas Regional
XNG;Кванг-Нгаи;Quang Ngai
XNH;;Nasiriyah
XNN;Хайнин;Xining
XNT;Хайнтай;Xingtai
XNU;;Nouna
XOZ;;Doha Free Zone
XPA;Пама;Pama
XPG;;Gare du Nord Rail Stn
XPK;;Pukatawagan
XPL;;Coronel Enrique Soto Cano AB
XPP;;Poplar River
XPQ;;Ferry
XPR;;Pine Ridge
XPU;;West Kuparuk
XPZ;;Harbour
XQC;;Balad
XQP;Куэпос;Quepos
XQU;;Qualicum
XQV;;Baqubah
XRH;;Richmond AFB
XRJ;;Termini Rail Stn.
XRR;;Ross River
XRY;;Jerez De La Frontera
XSA;;AFC
XSC;;International
XSD;;Test Range
XSE;Себба;Sebba
XSI;;South Indian Lake
XSM;;St Marys
XSO;;Siocon
XSP;;Seletar
XTA;;Econ/Tech Dev. Area
XTF;;Port Free Trade Zone
XTG;;Thargomindah
XTL;;Tadoule Lake
XTM;;Ramadi
XTO;;Taroom
XTR;;Tara
XTT;;Etoile
XTV;;Tikrit
XUZ;Сучжоу;Xuzhou
XVL;Винь-Лонь;Vinh Long
XVQ;;Santa Lucia Rail
XVY;;Mestre Rail Stn.
XWC;;Suedbahnhof Rail
XWK;;Karlskrona Rail Svc.
XWL;;Gothenburg Rail
XWP;;Hassleholm
XWQ;Енкопинг;Enkoping
XWW;;Westbahnhof Rail
XWZ;Никопинг;Nykoping
XXA;;Alvesta
XXK;;Katrineholm
XXU;;Hedemora
XYA;;Yandina
XYC;;Herrljunga
XYD;;Lyon Part-dieu Rail Sv
XYE;Йе;Ye
XYI;;Flen
XYL;;Lyon Perrache Rail Svc
XYM;;Falkenberg Rail
XYN;;Kristinehamn Rail
XYO;Карлсхамн;Karlshamn
XYP;;Avesta Krylbo
XYR;;Yellow River
XYT;;Montaudran
XYU;;Solvesborg
XYV;;Lyon Satolas Rail Svc
XYX;;Sala
XZA;Забре;Zabre
XZE;;Off line Point
XZF;;Dammam Port
XZJ;;Off line Point
XZQ;;Pass Rail
XZU;;Off line Point
XZX;;Off line Point
YAA;;Anahim Lake
YAB;;Arctic Bay
YAC;;Cat Lake
YAD;;Moose Lake
YAE;;Alta Lake
YAF;;Asbestos Hill
YAG;;Municipal
YAH;;Lagrande 4
YAI;Чийан;Chillan
YAJ;;Lyall Harbour
YAK;;Yakutat
YAL;;Alert Bay
YAM;Со Сен Мари;Sault Ste Marie
YAN;Янгамби;Yangambi
YAO;;Yaounde Airport
YAP;;Yap International
YAQ;;Maple Bay
YAR;;Lagrande 3
YAS;;Yasawa Island
YAT;;Attawapiskat
YAU;;Kattiniq/Donaldson
YAV;;Miners Bay
YAW;;Shearwater
YAX;;Angling Lake
YAY;;St Anthony
YAZ;;Tofino Airport
YBA;Банфф;Banff
YBB;;Kugaaruk
YBC;;Baie Comeau
YBD;;New Westminster
YBE;;Uranium City
YBF;;Bamfield
YBG;;Bagotville
YBH;;Bull Harbour
YBI;;Black Tickle
YBJ;;Baie Johan Beetz
YBK;;Baker Lake
YBL;Кэмпбелл Ривер;Campbell River
YBM;;Bronson Creek
YBN;;Borden
YBO;;Bobquinn Lake
YBP;Ибин;Yibin
YBQ;;Telegraph Harbour
YBR;Брэндон;Brandon
YBS;;Musselwhite
YBT;;Brochet
YBV;;Berens River
YBW;;Springbank
YBX;;Blanc Sablon
YBY;;Bonnyville
YCA;;Courtenay
YCB;;Cambridge Bay
YCC;;Regional
YCD;;Nanaimo Arpt
YCE;;Centralia
YCF;;Cortes Bay
YCG;;Castlegar
YCH;;Miramichi
YCI;;Caribou Island
YCJ;;Cape St James
YCK;;Colville Lake
YCL;;Charlo
YCM;;St Catharines
YCN;Кочране;Cochrane
YCO;;Kugluktuk
YCP;;Co-op Point
YCQ;;Chetwynd
YCR;;Cross Lake
YCS;;Chesterfield Inlet
YCT;;Coronation
YCU;;Yun Cheng
YCV;;Cartierville
YCW;;Chilliwack Municipal Airport
YCX;;Gagetown
YCY;;Clyde River
YCZ;;Fairmont Hot Springs
YDA;;Dawson City
YDB;;Burwash Landings
YDC;;Industrial Airport
YDE;;Paradise River
YDF;;Deer Lake
YDG;;Digby
YDH;;Daniels Harbour
YDI;;Davis Inlet
YDJ;;Hatchet Lake
YDK;;Main Duck Island
YDL;;Dease Lake
YDN;;Dauphin
YDO;;St Methode
YDP;;Nain
YDQ;;Dawson Creek
YDR;;Broadview
YDS;;Desolation Sound
YDT;;Boundary Bay
YDU;;Kasba Lake
YDV;;Bloodvein
YDW;;Obre Lake
YDX;Док-Крик;Doc Creek
YEC;;Yecheon
YED;;Namao Fld
YEG;;Edmonton International
YEH;;Persian Gulf International
YEI;;Yenisehir
YEK;;Arviat
YEL;;Elliot Lake
YEM;;East Manitoulin
YEN;;Estevan
YEO;Йовилтон;Yeovilton
YEP;;Estevan Point
YEQ;Енкис;Yenkis
YER;;Fort Severn
YES;;Yasouj
YET;;Edson
YEU;;Eureka
YEV;;Inuvik/mike Zubko
YEY;;Amos
YFA;;Fort Albany
YFB;;Iqaluit
YFC;Фредериктон;Fredericton
YFE;;Forestville
YFG;;Fontanges
YFH;;Fort Hope
YFJ;;Snare Lake
YFL;;Fort Reliance
YFO;;Flin Flon
YFR;;Fort Resolution
YFS;;Fort Simpson
YFX;;Fox Harbour (St Lewis)
YGA;;Gagnon
YGB;;Gillies Bay
YGC;;Grande Cache
YGE;;Gorge Harbor
YGG;;Ganges Harbor
YGH;;Fort Good Hope
YGJ;;Miho
YGK;Кингстон;Kingston
YGL;;La Grande
YGM;;Gimli
YGN;;Greenway Sound
YGO;;Gods Narrows
YGQ;;Geraldton
YGR;;Iles De La Madeleine
YGS;;Germansen
YGT;;Igloolik
YGV;;Havre St Pierre
YGW;;Kuujjuarapik
YGX;;Gillam
YGY;;Deception
YGZ;;Grise Fiord
YHA;;Port Hope Simpson
YHB;;Hudson Bay
YHC;Хакаи-Пасс;Hakai Pass
YHD;;Municipal
YHE;;Hope
YHF;;Hearst
YHG;;Charlottetown
YHH;;Harbor SPB
YHI;;Holman
YHK;;Gjoa Haven
YHM;Гамильтон;Hamilton
YHN;;Hornepayne
YHO;;Hopedale
YHP;;Poplar Hill
YHR;;Chevery
YHS;;Sechelt
YHT;;Haines Junction
YHU;;St Hubert
YHY;;Hay River
YHZ;;Halifax International
YIB;;Atikokan
YIF;;Pakuashipi
YIG;;Big Bay Marina
YIH;Фучэн;Yichang
YIK;;Ivujivik
YIN;Фунин;Yining
YIO;;Pond Inlet
YIP;;Willow Run
YIV;;Island Lk/Garden Hill
YIW;Иву;Yiwu
YJF;;Fort Liard
YJN;;St Jean
YJO;;Johnny Mountain
YJP;;Jasper-hinton
YJT;;Stephenville
YKA;Камлупс;Kamloops
YKC;;Collins Bay
YKD;;Township Airport
YKE;;Knee Lake
YKF;;Kitchener-Waterloo Regional
YKG;;Kangirsuk
YKI;;Kennosao Lake
YKJ;;Key Lake
YKK;;Kitkatla
YKL;;Schefferville
YKM;;Yakima Air Terminal
YKN;;Chan Gurney
YKQ;;Waskaganish
YKS;Якутск;Yakutsk
YKT;;Klemtu
YKU;;Chisasibi
YKX;;Kirkland Lake
YKY;;Kindersley
YKZ;;Buttonville Municipal
YLA;;Langara
YLB;;Lac Biche
YLC;;Kimmirut
YLD;;Chapleau
YLE;;Wha Ti
YLF;;LaForges
YLG;;Yalgoo
YLH;;Lansdowne House
YLI;;Ylivieska
YLJ;;Meadow Lake
YLL;;Lloydminster
YLM;;Clinton Creek
YLN;Фулан;Yilan
YLO;;Shilo
YLP;;Mingan
YLQ;;La Tuque
YLR;;Leaf Rapids
YLS;;Lebel-Sur-Quevillon
YLT;;Alert
YLW;;Kelowna Airport
YLX;;Long Point
YLY;;Langley Regional
YMA;;Mayo
YMB;;Merritt
YMC;;Maricourt Airstrip
YMD;;Mould Bay
YME;;Matane
YMF;;Montagne Harbor
YMG;;Manitouwadge
YMI;;Minaki
YMJ;;Moose Jaw / Air Vice Marshal C. M. Mcewen Airport
YML;Шарлевуа;Charlevoix
YMM;;Fort Mcmurray
YMN;;Makkovik
YMO;;Moosonee
YMP;;Port McNeil
YMR;;Merry Island
YMS;Юримагуас;Yurimaguas
YMT;;Chibougamau
YMW;;Maniwaki
YMX;;Mirabel
YNA;;Natashquan
YNB;Янбу;Yanbu
YNC;;Wemindji
YND;;Executive Gatineau-Ottawa
YNE;;Norway House
YNF;;Deer Lake/Stephenville
YNG;;Youngstown
YNI;;Nitchequon
YNJ;Фаньчжы;Yanji
YNK;;Nootka Sound
YNL;;Points North Landing
YNM;;Matagami
YNN;;Yandi
YNO;;North Spirit Lake
YNP;;Natuashish
YNR;;Arnes
YNS;;Nemiscau
YNT;Фантай;Yantai
YNY;Янян;Yangyang
YNZ;Яньчэн;Yancheng
YOA;;Ekati
YOC;;Old Crow
YOD;;Cold Lake
YOE;;Falher
YOG;;Ogoki
YOH;;Oxford House
YOJ;;Footner Lake
YOK;Йокогама;Yokohama
YOL;Йола;Yola
YOO;;Oshawa
YOP;;Rainbow Lake
YOS;;Billy Bishop Regional
YOT;;Yotvata
YOW;;Ottawa Macdonald-Cartier International
YOY;;Valcartier
YPA;;Glass Field
YPB;;Port Alberni
YPC;;Paulatuk
YPD;;Parry Sound
YPE;;Peace River
YPF;;Esquimalt
YPG;;Portage La Prairie
YPH;;Inukjuak
YPI;;Port Simpson
YPJ;;Aupaluk
YPL;;Pickle Lake
YPM;;Pikangikum
YPN;;Port Menier
YPO;;Peawanuck
YPP;;Pine Point
YPQ;;Peterborough
YPR;;Digby Island
YPS;;Port Hawkesbury
YPT;;Pender Harbor
YPW;;Powell River
YPX;;Puvirnituq
YPY;;Fort Chipewyan
YPZ;;Burns Lake
YQA;;Muskoka
YQB;;Quйbec
YQC;;Quaqtaq
YQD;;The Pas
YQE;Кимберли;Kimberley
YQF;;Red Deer
YQG;Виндзор;Windsor
YQH;;Watson Lake
YQI;;Yarmouth
YQK;;Kenora
YQL;Летбридж;Lethbridge
YQN;;Nakina
YQQ;;Comox
YQR;Регина;Regina
YQS;;Pembroke Area Mncpl
YQT;Тандер Бэй;Thunder Bay
YQU;;Grande Prairie
YQV;Йорктон;Yorkton
YQW;;North Battleford
YQX;;Gander International
YQY;Сидней;Sydney
YQZ;Кеснел;Quesnel
YRA;;Rae Lakes
YRB;;Resolute
YRD;;Dean River
YRE;;Resolution Island
YRF;;Cartwright
YRG;;Rigolet
YRI;;Riviere Du Loup
YRJ;;Roberval
YRL;;Red Lake
YRM;;Rocky Mountain House
YRN;;Rivers Inlet
YRO;;Rockcliffe St
YRQ;;Trois-Rivieres
YRR;;Stuart Island
YRS;;Red Sucker Lake
YRT;;Nuuk
YRV;Ревелстоук;Revelstoke
YSA;;Sable Island
YSB;;Sudbury
YSC;;Sherbrooke
YSD;;Suffield
YSE;;Squamish
YSF;;Stony Rapids
YSG;;Lutselke
YSH;;Smith Falls
YSI;;Sans Souci
YSJ;Сент Джон;Saint John
YSK;;Sanikiluaq
YSL;;St Leonard
YSM;;Fort Smith
YSN;;Salmon Arm
YSO;;Postville
YSP;Марафон;Marathon
YSQ;;Spring Island
YSR;;Nanisivik
YSS;;Slate Island
YST;;Ste Therese Point
YSU;;Summerside
YSV;;Saglek
YSX;;Shearwater
YSY;;Sachs Harbour
YSZ;;Squirrel Cove
YTA;;Pembroke And Area Apt
YTB;;Hartley Bay
YTC;;Sturdee
YTD;;Thicket Portage
YTE;;Cape Dorset
YTF;Альма;Alma
YTG;;Sullivan Bay
YTH;;Thompson
YTI;;Triple Island
YTJ;;Terrace Bay
YTK;Тулугак;Tulugak
YTL;;Big Trout
YTM;;La Macaza
YTN;;Riviere Au Tonnerre
YTO;;Metropolitan Area
YTP;;Seaplane Base
YTQ;;Tasiujuaq
YTR;;Trenton
YTS;;Timmins
YTT;;Tisdale
YTU;;Tasu
YTX;;Telegraph Creek
YTZ;;Toronto City Centre Airport
YUA;;Yuanmou
YUB;;Tuktoyaktuk
YUD;;Umiujaq
YUE;;Yuendumu
YUL;;Montreal-pierre Elliott Trudeau International Airport
YUM;;International
YUT;;Repulse Bay
YUX;;Hall Beach
YUY;;Rouyn-Noranda
YVA;;Iconi
YVB;;Bonaventure
YVC;;La Ronge
YVD;Ева;Yeva
YVE;;Vernon Regional Airport
YVG;;Vermilion
YVM;;Qikiqtarjuaq
YVP;;Kuujjuaq
YVQ;;Norman Wells
YVR;;Vancouver Intl
YVT;;Buffalo Narrows
YVV;;Wiarton/Keppel Airport
YVZ;;Deer Lake
YWA;;Petawawa
YWB;;Kangiqsujuaq
YWF;;Dwtown Waterfront H/P
YWG;Виннипег;Winnipeg
YWH;;Victoria Inner Harbor
YWJ;;Deline
YWK;;Wabush
YWL;;Williams Lake
YWM;;Williams Harbour
YWN;;Winisk
YWO;;Lupin
YWP;;Webequie
YWQ;;Chute-Des-Passes
YWR;;White River
YWS;Уистлер;Whistler
YWY;;Wrigley
YXC;;Cranbrook
YXD;;Edmonton City Center Airport
YXE;;J.G. Diefenbaker International Airport
YXF;;Snake River
YXH;Медисин Хет;Medicine Hat
YXI;;Killaloe
YXJ;;Fort St John
YXK;;Rimouski
YXL;;Sioux Lookout
YXN;;Whale Cove
YXP;;Pangnirtung
YXQ;;Beaver Creek
YXR;;Earlton
YXS;Принс Джордж;Prince George
YXT;;Terrace
YXX;;Abbotsford
YXY;;Whitehorse International
YXZ;;Wawa Airport
YYA;;Big Bay Yacht Club
